,review,rating
2282,Darvel MC,3
2283,"Bad writing/script, as usual from D.Ayer film",3
2284,Worst then green lantern,3
2285,Amazing,10
2286,a complete disconnect,4
2287,"Messy On The Outside, But Inside Is Full of Surprises",10
2288,A disgrace to the Superhero genre and DC Comics,2
2289,Bad casting,3
2290,total garbage,1
2291,"You be the Judge, but I loved the movie.",10
2292,Depends on what you're watching the movie for...,5
2293,"Great movie, must watch.",9
2294,A shame for both Super hero movies and general cinema,4
2295,Long Version,5
2296,Another bad Dc movie.,4
2297,giving a redemption a shot it would be an honor among thieves till suicide do us part lets go crazy for the witch,8
2298,A soul nearly condemned to death.,3
2299,Love,10
2300,A bit of trickery and a lot of lights,3
2301,I Was In A Viola Davis Mood.,5
2302,Wasted potential,4
2303,The Worst Heroes Ever turn the DCEU upwards in this joyful romp.,8
2304,"An enjoyable, but incomplete mixed bag",1
2305,"Good film, what's all the negativity about?",9
2306,Eck...what can I say,5
2307,"..looks and sounds good, with great characters... but story and plot need A LOT of work!",3
2308,The Movie is not as good as the name sounds,4
2309,Deadshot,10
2310,What a mess.,3
2311,Muy Buena La Pelicula,10
2312,No match in comparison to any other super villain movie,4
2313,"The Bad, Good, Guys of Suicide Squad",5
2314,Never been so disappointed in my entire life,1
2315,DC Mayhem,10
2316,I've seen worse,2
2317,Visually Unforgettable With A Big Heart,10
2318,The other color of Zack Snyder producing,5
2319,"Fun and Flashy, Not Quite Enough...",5
2320,Suicide Squad: Be Your Own Critic,8
2321,Abomination,2
2322,(The Sequel Slasher) CRIMINALLY Underrated,8
2323,would give it a 0 if that was allowed,1
2324,It's Meh,3
2325,"ooooooohhhhhhh, boooooooyyyyy",1
2326,Funny and Awesome. !!,9
2327,A Suicidal Name,1
2328,Slow blast.,9
2329,It is not well executed,5
2330,HA HA HA,2
2331,"A-Waller-Waller-Waller-Ho Tell me more, tell me more.",4
2332,Surprise,10
2333,DC fails of trying of doing the marvel formula instead of doing a great villains movie,5
2334,A very entertaining movie.,9
2335,"What a miss, what a miss..",3
2336,Disappointing,3
2337,"With so much potential, great characters and actors surely this was a certain win? Sadly no, the writers, producers and director manage to balls it up",3
2338,Bad reviews for good movie,8
2339,Task Force X,5
2340,The clown girl feel handsome,8
2341,Truly One Of The Worst Films of 2016.,1
2342,Suicide Mess.,4
2343,a great concept destroyed,2
2344,MOST BADASS MOVIE OF ALL TIME,10
2345,DC Extended Universe Marathon 2019 #3,5
2346,"Amazing, original, different.",9
2347,Deadshot and gang shoot what is another misfire for the DCEU.,4
2348,Wtf DC this is,1
2349,disappointing plot less movie,1
2350,Not an Oscar winner but who expects that!?,8
2351,Sloppy editing but not a bad film like the critics are saying.,5
2352,Reminds me of greg,10
2353,Margot Robbie steels the show,5
2354,"awful, just awful.",2
2355,A big pile of disappointment..,4
2356,Loved it!!!,10
2357,"Funny jokes, bad plot",5
2358,The PG-13 rating ruined what could have been the most entertaining Super-hero movie of the year,8
2359,Waste of time,1
2360,Film Review: Suicide Squad,2
2361,Not the DeadPool/Guardians Response DC Hoped For,2
2362,"Suicide Squad: contagious, phenomenal, shocking, worth seeing",8
2363,I'm sorry but...,2
2364,Highly amusing,8
2365,Don't watch it,5
2366,It's good and disappointing at the same time!,5
2367,The best thing about this movie is probably a product placement by Samsung,2
2368,Not sure what the critics were smoking,9
2369,i agree with a little bit (much) disappointed.,5
2370,2 hours of Fun,8
2371,Power Rangers May Have Competition,3
2372,Enjoyable but has some notable flaws.,4
2373,"""All hat, no cattle""",4
2374,Pretty Amazingly Cool But Not Diggin The Joker,8
2375,If you've read the comics stay away.,4
2376,"This movie is not at all bad for those whom rated it based on there thoughts but it really is a good movie, give it a chance.",8
2377,Just a collection of one-liners.,5
2378,"good choice of actors , bad plot , AND WHERE DID JOKER GO?",4
2379,DC at its worst,2
2380,"Not nearly as bad as the critics said it was, better the BVS. A good movie but lacks some edge",8
2381,Trailer made it look good,2
2382,Watch the extended version,8
2383,Not sure yet..,4
2384,Entertaining but misses out on the last stretch.,2
2385,This movie truly made me want to commit suicide,2
2386,"The Characters are great, but the story and damn director..",8
2387,My expectations for this movie were very high,3
2388,Thrilling action DC blockbuster,9
2389,Why does DC like night so much,5
2390,"Perfect title, bad movie",4
2391,Entertaining but disappointing.,5
2392,Great Bad Guy Film,9
2393,Pointless story,4
2394,Roller Coaster!,8
2395,"""The Dirty Dozen"" meets the DC Universe",4
2396,Disappointed!!,2
2397,Worst Super Villain did the worst job.,4
2398,Disappointment Squad,4
2399,So Unimpressive,4
2400,Good Movie,5
2401,Can't Exceed the Ranks of Hopelessly Average,2
2402,Mediocre,5
2403,Extended Version,5
2404,Too Short and Way Too Long at Once,4
2405,Just make a Batman movie with Joker & Harley!,2
2406,"They're the bad guys. Well, kind of bad",4
2407,Bad,5
2408,Kinda good,4
2409,Only watch for Harley Quinn,4
2410,review,4
2411,A joke that never pays off.,4
2412,how can I unsee this?,2
2413,A mess that doesnt match Batman universe,2
2414,How to kill a franchise 101,3
2415,So bad,4
2416,The Most Disappointing Film of 2016 I've Seen So Far,4
2417,Cut to shreds,5
2418,Predictable...,5
2419,A great cast of characters who are unfortunately stuck in a disappointingly mediocre film.,2
2420,Could have been good.,1
2421,What A Disappointment ...,2
2422,People worried about the joker? fear not...,2
2423,Could've been WAY better.,2
2424,An entertaining flick with its share of hiccups.,5
2425,A disappointment,4
2426,This movie is a big terrible mess,1
2427,Total disappointment,1
2428,more than a missed opportunity,4
2429,"A movie that squandered so much potential despite an abundance of source material, a multitude of great characters to play with and a brilliant cast at its disposal.",5
2430,Two Words: Not Impressed,3
2431,Why Do They Keep Dropping The Ball?,5
2432,"Better than people say, could have been amazing, but still disappointing. Spoilers within.",5
2433,Never been that cheated.,5
2434,So disappointed. What a waste.,2
2435,I forgot - all that glitters is not gold ....,5
2436,Blu-Ray Review,1
2437,Flashy but that's mostly it,5
2438,It didn't annoy me,5
2439,Unfortunate disappointment.,5
2440,The Very Definition of a Bad Movie,3
2441,Ughhhh!,3
2442,5 stars because was boring.,5
2443,"Trying too much, accomplishing too little",3
2444,not like in the trailer,4
2445,No point,1
2446,This adio visual produckt is not a movie,1
2447,This movie is horrible,5
2448,Promsing start that fizzled out midway,3
2449,at least i stayed with it and gave it a chance to entertain...,2
2450,How to single-handedly ruin a major studio blockbuster through corporate power (aka Suicide Squad),4
2451,"Movies making money is easy, movies that are worth spending the money to see is a lot harder",5
2452,This movie had great moments,5
2453,5 go mad in Dorset has more bite than this,5
2454,"A Movie that is Not Very Memorable, but Still Leaves Me Excited for a Possible Sequel",4
2455,it's a movie,3
2456,Harley Quinn Saves the Day,5
2457,I want to suicide,2
2458,"great cast and surprisingly fun, but generic and formulaic at best... ruined by studio meddling",5
2459,Mediocre at Best,5
2460,That was gangster no Joking it wasn't great,5
2461,Robbed of my time,1
2462,Horse baloney,1
2463,Worse editing I've seen in a movie,4
2464,I don't usually write reviews...,2
2465,A a missed opportunity,4
2466,Absolute Nonsense from start to finish,1
2467,VIEWS ON FILM review of Suicide Squad,5
2468,A Super Lazy and Truly Awful Film,2
2469,Stunning Visuals Cannot Atone for Lackluster Storyline and Plot Holes Galore,5
2470,"I shouted, ""This is lame"" at the theaters during the movie",2
